date,Sigla,Residential
2020-09-09,PA,6
2020-09-10,PA,7
2020-09-11,PA,8
2020-09-12,PA,5
2020-09-13,PA,5
2020-09-14,PA,8
2020-09-15,PA,7
2020-09-16,PA,8
2020-09-17,PA,8
2020-09-18,PA,9
2020-09-19,PA,6
2020-09-20,PA,5
2020-09-21,PA,9
2020-09-22,PA,8
2020-09-23,PA,8
2020-09-24,PA,9
2020-09-25,PA,9
2020-09-26,PA,7
2020-09-27,PA,6
2020-09-28,PA,9
2020-09-29,PA,7
2020-09-30,PA,6
2020-10-01,PA,5
2020-10-02,PA,6
2020-10-03,PA,3
2020-10-04,PA,3
2020-10-05,PA,5
2020-10-06,PA,4
2020-10-07,PA,5
2020-10-08,PA,5
2020-10-09,PA,6
2020-10-10,PA,4
2020-10-11,PA,4
2020-10-12,PA,11
2020-10-13,PA,5
2020-10-14,PA,7
2020-10-15,PA,8
2020-10-16,PA,9
2020-10-17,PA,6
2020-10-18,PA,6
2020-10-19,PA,8
2020-10-20,PA,8
2020-10-21,PA,8
2020-10-22,PA,8
2020-10-23,PA,9
2020-10-24,PA,6
2020-10-25,PA,6
2020-10-26,PA,10
2020-10-27,PA,7
2020-10-28,PA,7
2020-10-29,PA,6
2020-10-30,PA,8
2020-10-31,PA,4
2020-11-01,PA,4
2020-11-02,PA,14
2020-11-03,PA,6
2020-11-04,PA,7
2020-11-05,PA,7
2020-11-06,PA,8
2020-11-07,PA,5
2020-11-08,PA,5
2020-11-09,PA,7
2020-11-10,PA,6
2020-11-11,PA,7
2020-11-12,PA,6
2020-11-13,PA,7
2020-11-14,PA,4
2020-11-15,PA,0
2020-11-16,PA,7
2020-11-17,PA,6
2020-11-18,PA,7
2020-11-19,PA,8
2020-11-20,PA,8
2020-11-21,PA,5
2020-11-22,PA,6
2020-11-23,PA,7
2020-11-24,PA,6
2020-11-25,PA,7
2020-11-26,PA,7
2020-11-27,PA,6
2020-11-28,PA,4
2020-11-29,PA,4
2020-11-30,PA,7
2020-12-01,PA,6
2020-12-02,PA,6
2020-12-03,PA,6
2020-12-04,PA,6
2020-12-05,PA,4
2020-12-06,PA,4
2020-12-07,PA,6
2020-12-08,PA,10
2020-12-09,PA,6
2020-12-10,PA,6
2020-12-11,PA,7
2020-12-12,PA,5
2020-12-13,PA,5
2020-12-14,PA,7
2020-12-15,PA,6
2020-12-16,PA,6
2020-12-17,PA,6
2020-12-18,PA,6
2020-12-19,PA,4
2020-12-20,PA,5
2020-12-21,PA,5
2020-12-22,PA,4
2020-12-23,PA,2
2020-12-24,PA,5
2020-12-25,PA,13
2020-12-26,PA,10
2020-12-27,PA,7
2020-12-28,PA,9
2020-12-29,PA,7
2020-12-30,PA,5
2020-12-31,PA,5
2021-01-01,PA,13
2021-01-02,PA,10
2021-01-03,PA,6
2021-01-04,PA,8
2021-01-05,PA,8
2021-01-06,PA,8
2021-01-07,PA,9
2021-01-08,PA,9
2021-01-09,PA,7
2021-01-10,PA,7
2021-01-11,PA,8
2021-01-12,PA,8
2021-01-13,PA,7
2021-01-14,PA,7
2021-01-15,PA,8
2021-01-16,PA,7
2021-01-17,PA,5
2021-01-18,PA,9
2021-01-19,PA,7
2021-01-20,PA,10
2021-01-21,PA,9
2021-01-22,PA,9
2021-01-23,PA,8
2021-01-24,PA,8
2021-01-25,PA,9
2021-01-26,PA,8
2021-01-27,PA,8
2021-01-28,PA,9
2021-01-29,PA,8
2021-01-30,PA,7
2021-01-31,PA,8
2021-02-01,PA,8
2021-02-02,PA,6
2021-02-03,PA,7
2021-02-04,PA,7
2021-02-05,PA,7
2021-02-06,PA,6
2021-02-07,PA,7
2021-02-08,PA,7
2021-02-09,PA,8
2021-02-10,PA,7
2021-02-11,PA,7
2021-02-12,PA,8
2021-02-13,PA,7
2021-02-14,PA,8
2021-02-15,PA,11
2021-02-16,PA,14
2021-02-17,PA,10
2021-02-18,PA,9
2021-02-19,PA,9
2021-02-20,PA,8
2021-02-21,PA,9
2021-02-22,PA,8
2021-02-23,PA,6
2021-02-24,PA,7
2021-02-25,PA,6
2021-02-26,PA,8
2021-02-27,PA,6
2021-02-28,PA,7
2021-03-01,PA,7
2021-03-02,PA,6
2021-03-03,PA,8
2021-03-04,PA,8
2021-03-05,PA,9
2021-03-06,PA,8
2021-03-07,PA,9
2021-03-08,PA,8
2021-03-09,PA,8
2021-03-10,PA,9
2021-03-11,PA,10
2021-03-12,PA,11
2021-03-13,PA,10
2021-03-14,PA,11
2021-03-15,PA,10
2021-03-16,PA,13
2021-03-17,PA,15
2021-03-18,PA,15
2021-03-19,PA,17
2021-03-20,PA,14
2021-03-21,PA,15
2021-03-22,PA,15
2021-03-23,PA,13
2021-03-24,PA,15
2021-03-25,PA,15
2021-03-26,PA,16
2021-03-27,PA,14
2020-02-15,PB,1
2020-02-16,PB,3
2020-02-17,PB,-1
2020-02-18,PB,-1
2020-02-19,PB,-1
2020-02-20,PB,0
2020-02-21,PB,-1
2020-02-22,PB,0
2020-02-23,PB,2
2020-02-24,PB,7
2020-02-25,PB,4
2020-02-26,PB,3
2020-02-27,PB,0
2020-02-28,PB,1
2020-02-29,PB,3
2020-03-01,PB,6
2020-03-02,PB,-1
2020-03-03,PB,-1
2020-03-04,PB,-1
2020-03-05,PB,-2
2020-03-06,PB,-1
2020-03-07,PB,2
2020-03-08,PB,3
2020-03-09,PB,-1
2020-03-10,PB,-2
2020-03-11,PB,-1
2020-03-12,PB,-1
2020-03-13,PB,0
2020-03-14,PB,2
2020-03-15,PB,5
2020-03-16,PB,0
2020-03-17,PB,1
2020-03-18,PB,6
2020-03-19,PB,8
2020-03-20,PB,11
2020-03-21,PB,13
2020-03-22,PB,18
2020-03-23,PB,19
2020-03-24,PB,19
2020-03-25,PB,20
2020-03-26,PB,19
2020-03-27,PB,20
2020-03-28,PB,17
2020-03-29,PB,17
2020-03-30,PB,18
2020-03-31,PB,16
2020-04-01,PB,17
2020-04-02,PB,17
2020-04-03,PB,18
2020-04-04,PB,15
2020-04-05,PB,16
2020-04-06,PB,16
2020-04-07,PB,15
2020-04-08,PB,15
2020-04-09,PB,15
2020-04-10,PB,22
2020-04-11,PB,15
2020-04-12,PB,14
2020-04-13,PB,16
2020-04-14,PB,16
2020-04-15,PB,17
2020-04-16,PB,17
2020-04-17,PB,17
2020-04-18,PB,14
2020-04-19,PB,15
2020-04-20,PB,15
2020-04-21,PB,20
2020-04-22,PB,15
2020-04-23,PB,15
2020-04-24,PB,17
2020-04-25,PB,14
2020-04-26,PB,15
2020-04-27,PB,16
2020-04-28,PB,12
2020-04-29,PB,15
2020-04-30,PB,14
2020-05-01,PB,21
2020-05-02,PB,14
2020-05-03,PB,15
2020-05-04,PB,15
2020-05-05,PB,15
2020-05-06,PB,15
2020-05-07,PB,15
2020-05-08,PB,16
2020-05-09,PB,14
2020-05-10,PB,13
2020-05-11,PB,16
2020-05-12,PB,16
2020-05-13,PB,16
2020-05-14,PB,16
2020-05-15,PB,19
2020-05-16,PB,16
2020-05-17,PB,17
2020-05-18,PB,17
2020-05-19,PB,16
2020-05-20,PB,17
2020-05-21,PB,17
2020-05-22,PB,18
2020-05-23,PB,17
2020-05-24,PB,18
2020-05-25,PB,17
2020-05-26,PB,16
2020-05-27,PB,16
2020-05-28,PB,16
2020-05-29,PB,17
2020-05-30,PB,15
2020-05-31,PB,16
2020-06-01,PB,18
2020-06-02,PB,17
2020-06-03,PB,17
2020-06-04,PB,16
2020-06-05,PB,17
2020-06-06,PB,15
2020-06-07,PB,16
2020-06-08,PB,16
2020-06-09,PB,15
2020-06-10,PB,15
2020-06-11,PB,18
2020-06-12,PB,15
2020-06-13,PB,14
2020-06-14,PB,16
2020-06-15,PB,15
2020-06-16,PB,15
2020-06-17,PB,15
2020-06-18,PB,15
2020-06-19,PB,17
2020-06-20,PB,12
2020-06-21,PB,15
2020-06-22,PB,14
2020-06-23,PB,9
2020-06-24,PB,14
2020-06-25,PB,13
2020-06-26,PB,15
2020-06-27,PB,13
2020-06-28,PB,13
2020-06-29,PB,14
2020-06-30,PB,12
2020-07-01,PB,13
2020-07-02,PB,13
2020-07-03,PB,14
2020-07-04,PB,11
2020-07-05,PB,14
2020-07-06,PB,13
2020-07-07,PB,12
2020-07-08,PB,12
2020-07-09,PB,13
2020-07-10,PB,13
2020-07-11,PB,11
2020-07-12,PB,13
2020-07-13,PB,12
2020-07-14,PB,12
2020-07-15,PB,12
2020-07-16,PB,13
2020-07-17,PB,13
2020-07-18,PB,12
2020-07-19,PB,12
2020-07-20,PB,13
2020-07-21,PB,11
2020-07-22,PB,11
2020-07-23,PB,11
2020-07-24,PB,12
2020-07-25,PB,10
2020-07-26,PB,12
2020-07-27,PB,12
2020-07-28,PB,11
2020-07-29,PB,11
2020-07-30,PB,10
2020-07-31,PB,11
2020-08-01,PB,9
2020-08-02,PB,11
2020-08-03,PB,10
2020-08-04,PB,9
2020-08-05,PB,13
2020-08-06,PB,9
2020-08-07,PB,9
2020-08-08,PB,8
2020-08-09,PB,8
2020-08-10,PB,10
2020-08-11,PB,9
2020-08-12,PB,10
2020-08-13,PB,10
2020-08-14,PB,10
2020-08-15,PB,8
2020-08-16,PB,10
2020-08-17,PB,10
2020-08-18,PB,9
2020-08-19,PB,9
2020-08-20,PB,9
2020-08-21,PB,10
2020-08-22,PB,8
2020-08-23,PB,9
2020-08-24,PB,9
2020-08-25,PB,9
2020-08-26,PB,9
2020-08-27,PB,8
2020-08-28,PB,9
2020-08-29,PB,7
2020-08-30,PB,8
2020-08-31,PB,8
2020-09-01,PB,8
2020-09-02,PB,8
2020-09-03,PB,8
2020-09-04,PB,8
2020-09-05,PB,5
2020-09-06,PB,7
2020-09-07,PB,10
2020-09-08,PB,5
2020-09-09,PB,7
2020-09-10,PB,7
2020-09-11,PB,8
2020-09-12,PB,6
2020-09-13,PB,8
2020-09-14,PB,9
2020-09-15,PB,8
2020-09-16,PB,8
2020-09-17,PB,8
2020-09-18,PB,9
2020-09-19,PB,7
2020-09-20,PB,8
2020-09-21,PB,11
2020-09-22,PB,8
2020-09-23,PB,8
2020-09-24,PB,9
2020-09-25,PB,9
2020-09-26,PB,7
2020-09-27,PB,8
2020-09-28,PB,9
2020-09-29,PB,8
2020-09-30,PB,7
2020-10-01,PB,6
2020-10-02,PB,6
2020-10-03,PB,5
2020-10-04,PB,6
2020-10-05,PB,6
2020-10-06,PB,5
2020-10-07,PB,6
2020-10-08,PB,6
2020-10-09,PB,6
2020-10-10,PB,4
2020-10-11,PB,6
2020-10-12,PB,8
2020-10-13,PB,5
2020-10-14,PB,7
2020-10-15,PB,7
2020-10-16,PB,8
2020-10-17,PB,6
2020-10-18,PB,8
2020-10-19,PB,8
2020-10-20,PB,7
2020-10-21,PB,8
2020-10-22,PB,8
2020-10-23,PB,8
2020-10-24,PB,6
2020-10-25,PB,7
2020-10-26,PB,8
2020-10-27,PB,7
2020-10-28,PB,8
2020-10-29,PB,6
2020-10-30,PB,6
2020-10-31,PB,4
2020-11-01,PB,6
2020-11-02,PB,11
2020-11-03,PB,5
2020-11-04,PB,6
2020-11-05,PB,6
2020-11-06,PB,6
2020-11-07,PB,5
2020-11-08,PB,6
2020-11-09,PB,7
2020-11-10,PB,6
2020-11-11,PB,6
2020-11-12,PB,6
2020-11-13,PB,6
2020-11-14,PB,4
2020-11-15,PB,1
2020-11-16,PB,6
2020-11-17,PB,6
2020-11-18,PB,7
2020-11-19,PB,7
2020-11-20,PB,7
2020-11-21,PB,5
2020-11-22,PB,6
2020-11-23,PB,7
2020-11-24,PB,7
2020-11-25,PB,7
2020-11-26,PB,6
2020-11-27,PB,6
2020-11-28,PB,5
2020-11-29,PB,6
2020-11-30,PB,7
2020-12-01,PB,6
2020-12-02,PB,6
2020-12-03,PB,6
2020-12-04,PB,6
2020-12-05,PB,4
2020-12-06,PB,6
2020-12-07,PB,6
2020-12-08,PB,10
2020-12-09,PB,6
2020-12-10,PB,6
2020-12-11,PB,7
2020-12-12,PB,5
2020-12-13,PB,7
2020-12-14,PB,7
2020-12-15,PB,6
2020-12-16,PB,6
2020-12-17,PB,6
2020-12-18,PB,6
2020-12-19,PB,4
2020-12-20,PB,7
2020-12-21,PB,6
2020-12-22,PB,4
2020-12-23,PB,4
2020-12-24,PB,4
2020-12-25,PB,12
2020-12-26,PB,8
2020-12-27,PB,8
2020-12-28,PB,8
2020-12-29,PB,6
2020-12-30,PB,5
2020-12-31,PB,5
2021-01-01,PB,8
2021-01-02,PB,8
2021-01-03,PB,6
2021-01-04,PB,7
2021-01-05,PB,7
2021-01-06,PB,7
2021-01-07,PB,7
2021-01-08,PB,7
2021-01-09,PB,6
2021-01-10,PB,7
2021-01-11,PB,7
2021-01-12,PB,6
2021-01-13,PB,5
2021-01-14,PB,5
2021-01-15,PB,5
2021-01-16,PB,4
2021-01-17,PB,5
2021-01-18,PB,5
2021-01-19,PB,5
2021-01-20,PB,5
2021-01-21,PB,5
2021-01-22,PB,6
2021-01-23,PB,5
2021-01-24,PB,6
2021-01-25,PB,6
2021-01-26,PB,5
2021-01-27,PB,6
2021-01-28,PB,5
2021-01-29,PB,5
2021-01-30,PB,4
2021-01-31,PB,5
2021-02-01,PB,5
2021-02-02,PB,5
2021-02-03,PB,5
2021-02-04,PB,4
2021-02-05,PB,4
2021-02-06,PB,4
2021-02-07,PB,6
2021-02-08,PB,5
2021-02-09,PB,4
2021-02-10,PB,4
2021-02-11,PB,4
2021-02-12,PB,4
2021-02-13,PB,4
2021-02-14,PB,6
2021-02-15,PB,7
2021-02-16,PB,7
2021-02-17,PB,5
2021-02-18,PB,5
2021-02-19,PB,6
2021-02-20,PB,5
2021-02-21,PB,8
2021-02-22,PB,6
2021-02-23,PB,6
2021-02-24,PB,6
2021-02-25,PB,6
2021-02-26,PB,10
2021-02-27,PB,8
2021-02-28,PB,11
2021-03-01,PB,8
2021-03-02,PB,6
2021-03-03,PB,6
2021-03-04,PB,7
2021-03-05,PB,7
2021-03-06,PB,7
2021-03-07,PB,10
2021-03-08,PB,7
2021-03-09,PB,7
2021-03-10,PB,7
2021-03-11,PB,8
2021-03-12,PB,8
2021-03-13,PB,11
2021-03-14,PB,13
2021-03-15,PB,9
2021-03-16,PB,8
2021-03-17,PB,9
2021-03-18,PB,10
2021-03-19,PB,10
2021-03-20,PB,12
2021-03-21,PB,13
2021-03-22,PB,9
2021-03-23,PB,8
2021-03-24,PB,9
2021-03-25,PB,9
2021-03-26,PB,9
2021-03-27,PB,12
2020-02-15,PE,0
2020-02-16,PE,2
2020-02-17,PE,0
2020-02-18,PE,0
2020-02-19,PE,-1
2020-02-20,PE,-1
2020-02-21,PE,0
2020-02-22,PE,1
2020-02-23,PE,2
2020-02-24,PE,9
2020-02-25,PE,7
2020-02-26,PE,5
2020-02-27,PE,1
2020-02-28,PE,2
2020-02-29,PE,4
2020-03-01,PE,5
2020-03-02,PE,0
2020-03-03,PE,0
2020-03-04,PE,0
2020-03-05,PE,-3
2020-03-06,PE,10
2020-03-07,PE,3
2020-03-08,PE,3
2020-03-09,PE,-1
2020-03-10,PE,-1
2020-03-11,PE,-1
2020-03-12,PE,-1
2020-03-13,PE,-1
2020-03-14,PE,2
2020-03-15,PE,5
2020-03-16,PE,2
2020-03-17,PE,3
2020-03-18,PE,7
2020-03-19,PE,8
2020-03-20,PE,9
2020-03-21,PE,12
2020-03-22,PE,15
2020-03-23,PE,18
2020-03-24,PE,18
2020-03-25,PE,19
2020-03-26,PE,18
2020-03-27,PE,21
2020-03-28,PE,18
2020-03-29,PE,17
2020-03-30,PE,20
2020-03-31,PE,18
2020-04-01,PE,18
2020-04-02,PE,18
2020-04-03,PE,19
2020-04-04,PE,16
2020-04-05,PE,16
2020-04-06,PE,19
2020-04-07,PE,17
2020-04-08,PE,17
2020-04-09,PE,16
2020-04-10,PE,23
2020-04-11,PE,17
2020-04-12,PE,15
2020-04-13,PE,19
2020-04-14,PE,18
2020-04-15,PE,18
2020-04-16,PE,19
2020-04-17,PE,19
2020-04-18,PE,16
2020-04-19,PE,17
2020-04-20,PE,19
2020-04-21,PE,23
2020-04-22,PE,18
2020-04-23,PE,17
2020-04-24,PE,20
2020-04-25,PE,16
2020-04-26,PE,17
2020-04-27,PE,19
2020-04-28,PE,15
2020-04-29,PE,17
2020-04-30,PE,16
2020-05-01,PE,24
2020-05-02,PE,16
2020-05-03,PE,16
2020-05-04,PE,17
2020-05-05,PE,17
2020-05-06,PE,16
2020-05-07,PE,16
2020-05-08,PE,17
2020-05-09,PE,15
2020-05-10,PE,13
2020-05-11,PE,18
2020-05-12,PE,18
2020-05-13,PE,18
2020-05-14,PE,17
2020-05-15,PE,19
2020-05-16,PE,19
2020-05-17,PE,19
2020-05-18,PE,21
2020-05-19,PE,19
2020-05-20,PE,20
2020-05-21,PE,19
2020-05-22,PE,19
2020-05-23,PE,18
2020-05-24,PE,18
2020-05-25,PE,20
2020-05-26,PE,17
2020-05-27,PE,17
2020-05-28,PE,16
2020-05-29,PE,19
2020-05-30,PE,16
2020-05-31,PE,16
2020-06-01,PE,17
2020-06-02,PE,17
2020-06-03,PE,17
2020-06-04,PE,16
2020-06-05,PE,17
2020-06-06,PE,14
2020-06-07,PE,15
2020-06-08,PE,16
2020-06-09,PE,16
2020-06-10,PE,15
2020-06-11,PE,17
2020-06-12,PE,15
2020-06-13,PE,13
2020-06-14,PE,15
2020-06-15,PE,16
2020-06-16,PE,14
2020-06-17,PE,14
2020-06-18,PE,14
2020-06-19,PE,14
2020-06-20,PE,11
2020-06-21,PE,13
2020-06-22,PE,13
2020-06-23,PE,10
2020-06-24,PE,16
2020-06-25,PE,13
2020-06-26,PE,15
2020-06-27,PE,13
2020-06-28,PE,14
2020-06-29,PE,14
2020-06-30,PE,13
2020-07-01,PE,13
2020-07-02,PE,13
2020-07-03,PE,14
2020-07-04,PE,11
2020-07-05,PE,14
2020-07-06,PE,14
2020-07-07,PE,12
2020-07-08,PE,12
2020-07-09,PE,13
2020-07-10,PE,13
2020-07-11,PE,11
2020-07-12,PE,12
2020-07-13,PE,13
2020-07-14,PE,13
2020-07-15,PE,12
2020-07-16,PE,15
2020-07-17,PE,14
2020-07-18,PE,11
2020-07-19,PE,12
2020-07-20,PE,13
2020-07-21,PE,12
2020-07-22,PE,12
2020-07-23,PE,12
2020-07-24,PE,12
2020-07-25,PE,10
2020-07-26,PE,11
2020-07-27,PE,13
2020-07-28,PE,11
2020-07-29,PE,12
2020-07-30,PE,11
2020-07-31,PE,11
2020-08-01,PE,9
2020-08-02,PE,10
2020-08-03,PE,11
2020-08-04,PE,11
2020-08-05,PE,10
2020-08-06,PE,10
2020-08-07,PE,9
2020-08-08,PE,8
2020-08-09,PE,7
2020-08-10,PE,10
2020-08-11,PE,10
2020-08-12,PE,10
2020-08-13,PE,11
2020-08-14,PE,10
2020-08-15,PE,8
2020-08-16,PE,9
2020-08-17,PE,11
2020-08-18,PE,10
2020-08-19,PE,10
2020-08-20,PE,10
2020-08-21,PE,10
2020-08-22,PE,8
2020-08-23,PE,8
2020-08-24,PE,10
2020-08-25,PE,10
2020-08-26,PE,9
2020-08-27,PE,9
2020-08-28,PE,9
2020-08-29,PE,7
2020-08-30,PE,8
2020-08-31,PE,9
2020-09-01,PE,9
2020-09-02,PE,9
2020-09-03,PE,9
2020-09-04,PE,8
2020-09-05,PE,5
2020-09-06,PE,6
2020-09-07,PE,11
2020-09-08,PE,6
2020-09-09,PE,8
2020-09-10,PE,8
2020-09-11,PE,9
2020-09-12,PE,7
2020-09-13,PE,8
2020-09-14,PE,10
2020-09-15,PE,10
2020-09-16,PE,9
2020-09-17,PE,9
2020-09-18,PE,9
2020-09-19,PE,7
2020-09-20,PE,7
2020-09-21,PE,10
2020-09-22,PE,9
2020-09-23,PE,9
2020-09-24,PE,9
2020-09-25,PE,9
2020-09-26,PE,7
2020-09-27,PE,7
2020-09-28,PE,10
2020-09-29,PE,9
2020-09-30,PE,8
2020-10-01,PE,7
2020-10-02,PE,7
2020-10-03,PE,5
2020-10-04,PE,6
2020-10-05,PE,7
2020-10-06,PE,6
2020-10-07,PE,6
2020-10-08,PE,6
2020-10-09,PE,6
2020-10-10,PE,4
2020-10-11,PE,5
2020-10-12,PE,10
2020-10-13,PE,6
2020-10-14,PE,8
2020-10-15,PE,8
2020-10-16,PE,8
2020-10-17,PE,6
2020-10-18,PE,7
2020-10-19,PE,12
2020-10-20,PE,8
2020-10-21,PE,8
2020-10-22,PE,8
2020-10-23,PE,8
2020-10-24,PE,6
2020-10-25,PE,7
2020-10-26,PE,8
2020-10-27,PE,8
2020-10-28,PE,8
2020-10-29,PE,7
2020-10-30,PE,7
2020-10-31,PE,5
2020-11-01,PE,6
2020-11-02,PE,13
2020-11-03,PE,6
2020-11-04,PE,7
2020-11-05,PE,7
2020-11-06,PE,7
2020-11-07,PE,6
2020-11-08,PE,6
2020-11-09,PE,8
2020-11-10,PE,7
2020-11-11,PE,7
2020-11-12,PE,7
2020-11-13,PE,7
2020-11-14,PE,6
2020-11-15,PE,2
2020-11-16,PE,8
2020-11-17,PE,8
2020-11-18,PE,8
2020-11-19,PE,7
2020-11-20,PE,7
2020-11-21,PE,6
2020-11-22,PE,6
2020-11-23,PE,8
2020-11-24,PE,8
2020-11-25,PE,7
2020-11-26,PE,7
2020-11-27,PE,6
2020-11-28,PE,5
2020-11-29,PE,5
2020-11-30,PE,8
2020-12-01,PE,7
2020-12-02,PE,7
2020-12-03,PE,7
2020-12-04,PE,6
2020-12-05,PE,4
2020-12-06,PE,5
2020-12-07,PE,7
2020-12-08,PE,10
2020-12-09,PE,7
2020-12-10,PE,6
2020-12-11,PE,7
2020-12-12,PE,6
2020-12-13,PE,7
2020-12-14,PE,8
2020-12-15,PE,7
2020-12-16,PE,7
2020-12-17,PE,7
2020-12-18,PE,6
2020-12-19,PE,5
2020-12-20,PE,6
2020-12-21,PE,6
2020-12-22,PE,6
2020-12-23,PE,4
2020-12-24,PE,6
2020-12-25,PE,14
2020-12-26,PE,8
2020-12-27,PE,8
2020-12-28,PE,9
2020-12-29,PE,7
2020-12-30,PE,6
2020-12-31,PE,7
2021-01-01,PE,11
2021-01-02,PE,9
2021-01-03,PE,6
2021-01-04,PE,9
2021-01-05,PE,8
2021-01-06,PE,8
2021-01-07,PE,8
2021-01-08,PE,7
2021-01-09,PE,7
2021-01-10,PE,7
2021-01-11,PE,8
2021-01-12,PE,7
2021-01-13,PE,6
2021-01-14,PE,6
2021-01-15,PE,6
2021-01-16,PE,5
2021-01-17,PE,5
2021-01-18,PE,7
2021-01-19,PE,6
2021-01-20,PE,7
2021-01-21,PE,6
2021-01-22,PE,7
2021-01-23,PE,6
2021-01-24,PE,6
2021-01-25,PE,7
2021-01-26,PE,7
2021-01-27,PE,8
2021-01-28,PE,6
2021-01-29,PE,6
2021-01-30,PE,5
2021-01-31,PE,6
2021-02-01,PE,6
2021-02-02,PE,6
2021-02-03,PE,6
2021-02-04,PE,5
2021-02-05,PE,5
2021-02-06,PE,5
2021-02-07,PE,6
2021-02-08,PE,6
2021-02-09,PE,5
2021-02-10,PE,5
2021-02-11,PE,5
2021-02-12,PE,5
2021-02-13,PE,5
2021-02-14,PE,7
2021-02-15,PE,10
2021-02-16,PE,9
2021-02-17,PE,7
2021-02-18,PE,5
2021-02-19,PE,6
2021-02-20,PE,6
2021-02-21,PE,7
2021-02-22,PE,6
2021-02-23,PE,6
2021-02-24,PE,6
2021-02-25,PE,6
2021-02-26,PE,7
2021-02-27,PE,7
2021-02-28,PE,9
2021-03-01,PE,10
2021-03-02,PE,6
2021-03-03,PE,6
2021-03-04,PE,7
2021-03-05,PE,6
2021-03-06,PE,11
2021-03-07,PE,11
2021-03-08,PE,7
2021-03-09,PE,7
2021-03-10,PE,7
2021-03-11,PE,7
2021-03-12,PE,7
2021-03-13,PE,11
2021-03-14,PE,12
2021-03-15,PE,8
2021-03-16,PE,8
2021-03-17,PE,7
2021-03-18,PE,13
2021-03-19,PE,13
2021-03-20,PE,12
2021-03-21,PE,13
2021-03-22,PE,13
2021-03-23,PE,12
2021-03-24,PE,14
2021-03-25,PE,12
2021-03-26,PE,13
2021-03-27,PE,13
2020-02-15,PI,1
2020-02-16,PI,2
2020-02-17,PI,1
2020-02-18,PI,2
2020-02-19,PI,1
2020-02-20,PI,1
2020-02-21,PI,1
2020-02-22,PI,1
2020-02-23,PI,1
2020-02-24,PI,8
2020-02-25,PI,8
2020-02-26,PI,6
2020-02-27,PI,2
2020-02-28,PI,3
2020-02-29,PI,5
2020-03-01,PI,6
2020-03-02,PI,1
2020-03-03,PI,1
2020-03-04,PI,1
2020-03-05,PI,1
2020-03-06,PI,0
2020-03-07,PI,3
2020-03-08,PI,3
2020-03-09,PI,1
2020-03-10,PI,0
2020-03-11,PI,0
2020-03-12,PI,0
2020-03-13,PI,2
2020-03-14,PI,2
2020-03-15,PI,4
2020-03-16,PI,2
2020-03-17,PI,4
2020-03-18,PI,7
2020-03-19,PI,9
2020-03-20,PI,13
2020-03-21,PI,15
2020-03-22,PI,16
2020-03-23,PI,21
2020-03-24,PI,22
2020-03-25,PI,23
2020-03-26,PI,22
2020-03-27,PI,25
2020-03-28,PI,21
2020-03-29,PI,18
2020-03-30,PI,22
2020-03-31,PI,20
2020-04-01,PI,20
2020-04-02,PI,20
2020-04-03,PI,22
2020-04-04,PI,19
2020-04-05,PI,17
2020-04-06,PI,20
2020-04-07,PI,18
2020-04-08,PI,18
2020-04-09,PI,18
2020-04-10,PI,25
2020-04-11,PI,18
2020-04-12,PI,14
2020-04-13,PI,20
2020-04-14,PI,20
2020-04-15,PI,20
2020-04-16,PI,20
2020-04-17,PI,23
2020-04-18,PI,18
2020-04-19,PI,16
2020-04-20,PI,19
2020-04-21,PI,24
2020-04-22,PI,18
2020-04-23,PI,19
2020-04-24,PI,21
2020-04-25,PI,18
2020-04-26,PI,16
2020-04-27,PI,20
2020-04-28,PI,17
2020-04-29,PI,19
2020-04-30,PI,18
2020-05-01,PI,25
2020-05-02,PI,18
2020-05-03,PI,16
2020-05-04,PI,19
2020-05-05,PI,19
2020-05-06,PI,19
2020-05-07,PI,19
2020-05-08,PI,20
2020-05-09,PI,17
2020-05-10,PI,12
2020-05-11,PI,20
2020-05-12,PI,19
2020-05-13,PI,20
2020-05-14,PI,18
2020-05-15,PI,26
2020-05-16,PI,21
2020-05-17,PI,19
2020-05-18,PI,20
2020-05-19,PI,20
2020-05-20,PI,20
2020-05-21,PI,20
2020-05-22,PI,23
2020-05-23,PI,19
2020-05-24,PI,17
2020-05-25,PI,20
2020-05-26,PI,19
2020-05-27,PI,20
2020-05-28,PI,19
2020-05-29,PI,22
2020-05-30,PI,17
2020-05-31,PI,16
2020-06-01,PI,18
2020-06-02,PI,18
2020-06-03,PI,19
2020-06-04,PI,19
2020-06-05,PI,20
2020-06-06,PI,17
2020-06-07,PI,15
2020-06-08,PI,18
2020-06-09,PI,18
2020-06-10,PI,18
2020-06-11,PI,21
2020-06-12,PI,19
2020-06-13,PI,17
2020-06-14,PI,16
2020-06-15,PI,19
2020-06-16,PI,19
2020-06-17,PI,19
2020-06-18,PI,19
2020-06-19,PI,20
2020-06-20,PI,17
2020-06-21,PI,17
2020-06-22,PI,19
2020-06-23,PI,19
2020-06-24,PI,19
2020-06-25,PI,19
2020-06-26,PI,20
2020-06-27,PI,19
2020-06-28,PI,17
2020-06-29,PI,19
2020-06-30,PI,18
2020-07-01,PI,18
2020-07-02,PI,19
2020-07-03,PI,20
2020-07-04,PI,20
2020-07-05,PI,16
2020-07-06,PI,18
2020-07-07,PI,17
2020-07-08,PI,17
2020-07-09,PI,18
2020-07-10,PI,19
2020-07-11,PI,19
2020-07-12,PI,16
2020-07-13,PI,17
